"Order Date","Item Type","Units Sold","Unit Price","Total Profit","Country","Year","Revenue","Unit_Cost","Cost_Rank","Count"
"6/23/2015","Baby Food",6106,255.28,585321.16,"Singapore","2015",1558739.68,159.42,4738,8090
"4/28/2015","Meat",1363,421.89,77963.6,"United Kingdom","2015",575036.07,364.69,6240,8090
"4/22/2015","Clothes",7104,109.28,521717.76,"Vietnam","2015",776325.12,35.84,1379,8090
"2/22/2015","Cosmetics",4908,437.2,853353.96,"Ukraine","2015",2145777.6,263.33,5971,8090
"8/13/2015","Clothes",950,109.28,69768,"Luxembourg","2015",103816,35.84,1619,8090
"12/1/2015","Meat",7352,421.89,420534.4,"Ukraine","2015",3101735.28,364.69,6240,8090
"11/16/2015","Beverages",875,47.45,13702.5,"Singapore","2015",41518.75,31.79,667,8090
"3/2/2015","Snacks",9971,152.58,549800.94,"Cuba","2015",1521375.18,97.44,3830,8090
"1/3/2015","Office Supplies",9285,651.21,1172231.25,"United Kingdom","2015",6046484.85,524.96,7440,8090
"6/12/2015","Vegetables",7516,154.06,474485.08,"Australia","2015",1157914.96,90.93,2679,8090
"1/25/2015","Household",7893,668.27,1308106.89,"Luxembourg","2015",5274655.11,502.54,6910,8090
"11/3/2015","Household",1478,668.27,244948.94,"Singapore","2015",987703.06,502.54,6743,8090
"11/29/2015","Personal Care",9982,81.73,250148.92,"United Kingdom","2015",815828.86,56.67,2012,8090
"4/30/2015","Household",3958,668.27,655959.34,"Singapore","2015",2645012.66,502.54,7366,8090
"10/18/2015","Vegetables",278,154.06,17550.14,"Cuba","2015",42828.68,90.93,2949,8090
"9/15/2015","Clothes",1862,109.28,136745.28,"Ukraine","2015",203479.36,35.84,1871,8090
"4/30/2015","Clothes",525,109.28,38556,"Luxembourg","2015",57372,35.84,1619,8090
"6/21/2015","Baby Food",3161,255.28,303013.46,"Vietnam","2015",806940.08,159.42,4738,8090
"12/30/2015","Cosmetics",2877,437.2,500223.99,"Australia","2015",1257824.4,263.33,5473,8090
"6/3/2015","Cosmetics",1449,437.2,251937.63,"Ukraine","2015",633502.8,263.33,5397,8090
"1/30/2015","Clothes",6005,109.28,441007.2,"Australia","2015",656226.4,35.84,1619,8090
"2/22/2015","Clothes",9335,109.28,685562.4,"Australia","2015",1020128.8,35.84,1619,8090
"9/30/2015","Fruits",6986,9.33,16836.26,"New Zealand","2015",65179.38,6.92,1,8090
"6/9/2015","Clothes",9205,109.28,676015.2,"Ukraine","2015",1005922.4,35.84,1871,8090
"4/29/2015","Vegetables",4874,154.06,307695.62,"Ukraine","2015",750888.44,90.93,2949,8090
"7/26/2015","Fruits",8809,9.33,21229.69,"Singapore","2015",82187.97,6.92,125,8090
"6/1/2015","Cosmetics",1000,437.2,173870,"New Zealand","2015",437200,263.33,5473,8090
"1/9/2015","Snacks",5189,152.58,286121.46,"Norway","2015",791737.62,97.44,3514,8090
"5/28/2015","Meat",5472,421.89,312998.4,"Luxembourg","2015",2308582.08,364.69,6704,8090
"8/17/2015","Household",5345,668.27,885826.85,"Vietnam","2015",3571903.15,502.54,6910,8090
"5/30/2015","Snacks",8916,152.58,491628.24,"Singapore","2015",1360403.28,97.44,3358,8090
"5/22/2015","Baby Food",9276,255.28,889197.36,"Canada","2015",2367977.28,159.42,4738,8090
"4/23/2015","Office Supplies",965,651.21,121831.25,"Ukraine","2015",628417.65,524.96,7440,8090
"5/18/2015","Personal Care",5461,81.73,136852.66,"Cuba","2015",446327.53,56.67,2109,8090
"11/5/2015","Fruits",9642,9.33,23237.22,"Canada","2015",89959.86,6.92,125,8090
"1/14/2015","Cereal",5592,205.7,495395.28,"New Zealand","2015",1150274.4,117.11,4156,8090
"11/19/2015","Clothes",899,109.28,66022.56,"Singapore","2015",98242.72,35.84,1619,8090
"11/30/2015","Clothes",9630,109.28,707227.2,"Vietnam","2015",1052366.4,35.84,1379,8090
"12/29/2015","Fruits",5721,9.33,13787.61,"Cuba","2015",53376.93,6.92,125,8090
"5/16/2015","Cosmetics",6442,437.2,1120070.54,"Australia","2015",2816442.4,263.33,5473,8090
"5/17/2015","Fruits",9309,9.33,22434.69,"Cuba","2015",86852.97,6.92,125,8090
"8/21/2015","Vegetables",3091,154.06,195134.83,"Ukraine","2015",476199.46,90.93,2949,8090
"5/21/2015","Personal Care",8553,81.73,214338.18,"United Kingdom","2015",699036.69,56.67,2372,8090
"1/6/2015","Cereal",7810,205.7,691887.9,"Cuba","2015",1606517,117.11,4438,8090
"8/11/2015","Beverages",9725,47.45,152293.5,"Australia","2015",461451.25,31.79,667,8090
"6/20/2015","Clothes",3512,109.28,257921.28,"United Kingdom","2015",383791.36,35.84,1379,8090
"7/14/2015","Household",3284,668.27,544257.32,"Singapore","2015",2194598.68,502.54,7366,8090
"3/15/2015","Office Supplies",9578,651.21,1209222.5,"Singapore","2015",6237289.38,524.96,7440,8090
"7/2/2015","Baby Food",467,255.28,44766.62,"Luxembourg","2015",119215.76,159.42,4717,8090
"7/18/2015","Baby Food",9239,255.28,885650.54,"Cuba","2015",2358531.92,159.42,4738,8090
"12/26/2015","Baby Food",3626,255.28,347588.36,"Singapore","2015",925645.28,159.42,5024,8090
"7/27/2015","Personal Care",7669,81.73,192185.14,"Luxembourg","2015",626787.37,56.67,2012,8090
"11/30/2015","Fruits",5272,9.33,12705.52,"Luxembourg","2015",49187.76,6.92,428,8090
"11/1/2015","Fruits",1466,9.33,3533.06,"Singapore","2015",13677.78,6.92,428,8090
"10/23/2015","Meat",8672,421.89,496038.4,"Luxembourg","2015",3658630.08,364.69,6240,8090
"11/4/2015","Baby Food",9701,255.28,929937.86,"New Zealand","2015",2476471.28,159.42,4738,8090
"4/21/2015","Vegetables",4306,154.06,271837.78,"Canada","2015",663382.36,90.93,2696,8090
"10/19/2015","Vegetables",6857,154.06,432882.41,"Ukraine","2015",1056389.42,90.93,2949,8090
"8/31/2015","Office Supplies",4244,651.21,535805,"Luxembourg","2015",2763735.24,524.96,7440,8090
"8/24/2015","Household",1185,668.27,196390.05,"United Kingdom","2015",791899.95,502.54,6743,8090
"3/26/2015","Household",458,668.27,75904.34,"Australia","2015",306067.66,502.54,6910,8090
"7/7/2015","Cosmetics",6007,437.2,1044437.09,"New Zealand","2015",2626260.4,263.33,5473,8090
"1/21/2015","Beverages",3290,47.45,51521.4,"Canada","2015",156110.5,31.79,861,8090
"3/25/2015","Baby Food",228,255.28,21856.08,"United Kingdom","2015",58203.84,159.42,5024,8090
"7/6/2015","Fruits",6432,9.33,15501.12,"Ukraine","2015",60010.56,6.92,1,8090
"9/27/2015","Fruits",7966,9.33,19198.06,"Australia","2015",74322.78,6.92,125,8090
"5/6/2015","Clothes",7645,109.28,561448.8,"Cuba","2015",835445.6,35.84,1316,8090
"1/2/2015","Office Supplies",6632,651.21,837290,"Ukraine","2015",4318824.72,524.96,8078,8090
"12/23/2015","Cosmetics",4105,437.2,713736.35,"New Zealand","2015",1794706,263.33,5473,8090
"2/10/2015","Cosmetics",2806,437.2,487879.22,"New Zealand","2015",1226783.2,263.33,5473,8090
"5/25/2015","Vegetables",7727,154.06,487805.51,"Luxembourg","2015",1190421.62,90.93,2949,8090
"2/24/2015","Clothes",8781,109.28,644876.64,"Ukraine","2015",959587.68,35.84,1619,8090
"3/3/2015","Baby Food",8841,255.28,847498.26,"Ukraine","2015",2256930.48,159.42,4738,8090
"8/31/2015","Beverages",8603,47.45,134722.98,"Vietnam","2015",408212.35,31.79,667,8090
"8/15/2015","Beverages",3042,47.45,47637.72,"Vietnam","2015",144342.9,31.79,667,8090
"9/16/2015","Vegetables",5945,154.06,375307.85,"Luxembourg","2015",915886.7,90.93,3291,8090
"12/26/2015","Snacks",4059,152.58,223813.26,"Canada","2015",619322.22,97.44,3830,8090
"10/18/2015","Office Supplies",3346,651.21,422432.5,"United Kingdom","2015",2178948.66,524.96,7440,8090
"3/13/2015","Cosmetics",8990,437.2,1563091.3,"Norway","2015",3930428,263.33,5971,8090
"12/1/2015","Clothes",4280,109.28,314323.2,"Norway","2015",467718.4,35.84,1619,8090
"8/11/2015","Snacks",5865,152.58,323396.1,"Australia","2015",894881.7,97.44,3514,8090
"10/18/2015","Cosmetics",8636,437.2,1501541.32,"Luxembourg","2015",3775659.2,263.33,5473,8090
"3/18/2015","Beverages",8600,47.45,134676,"United Kingdom","2015",408070,31.79,667,8090
"3/10/2015","Personal Care",3822,81.73,95779.32,"Canada","2015",312372.06,56.67,2012,8090
"5/31/2015","Cosmetics",7565,437.2,1315326.55,"Ukraine","2015",3307418,263.33,5473,8090
"8/21/2015","Office Supplies",1588,651.21,200485,"Norway","2015",1034121.48,524.96,7440,8090
"7/9/2015","Cosmetics",2095,437.2,364257.65,"Luxembourg","2015",915934,263.33,5473,8090
"8/8/2015","Personal Care",2556,81.73,64053.36,"Cuba","2015",208901.88,56.67,2372,8090
"12/19/2015","Cereal",6786,205.7,601171.74,"Ukraine","2015",1395880.2,117.11,4438,8090
"12/26/2015","Baby Food",4129,255.28,395805.94,"New Zealand","2015",1054051.12,159.42,5364,8090
"12/11/2015","Cosmetics",5507,437.2,957502.09,"United Kingdom","2015",2407660.4,263.33,5473,8090
"3/10/2015","Personal Care",1036,81.73,25962.16,"Australia","2015",84672.28,56.67,2012,8090
"3/17/2015","Cereal",7310,205.7,647592.9,"Singapore","2015",1503667,117.11,4438,8090
"6/4/2015","Baby Food",8167,255.28,782888.62,"Australia","2015",2084871.76,159.42,5024,8090
"5/1/2015","Beverages",8746,47.45,136962.36,"Ukraine","2015",414997.7,31.79,861,8090
"7/3/2015","Cosmetics",2122,437.2,368952.14,"New Zealand","2015",927738.4,263.33,5473,8090
"4/8/2015","Snacks",4991,152.58,275203.74,"New Zealand","2015",761526.78,97.44,3514,8090
"1/5/2015","Fruits",5728,9.33,13804.48,"Singapore","2015",53442.24,6.92,1,8090
"7/30/2015","Cosmetics",9772,437.2,1699057.64,"Vietnam","2015",4272318.4,263.33,5473,8090
"3/24/2015","Snacks",7079,152.58,390336.06,"Canada","2015",1080113.82,97.44,3358,8090
"7/17/2015","Household",8873,668.27,1470522.29,"Norway","2015",5929559.71,502.54,6910,8090
"5/1/2015","Personal Care",1036,81.73,25962.16,"Vietnam","2015",84672.28,56.67,2012,8090
"3/14/2015","Clothes",855,109.28,62791.2,"United Kingdom","2015",93434.4,35.84,1379,8090
"12/25/2015","Baby Food",5330,255.28,510933.8,"Norway","2015",1360642.4,159.42,4738,8090
"11/20/2015","Fruits",6829,9.33,16457.89,"Cuba","2015",63714.57,6.92,125,8090
"5/11/2015","Cosmetics",7327,437.2,1273945.49,"Norway","2015",3203364.4,263.33,5473,8090
"7/6/2015","Clothes",6430,109.28,472219.2,"Vietnam","2015",702670.4,35.84,1619,8090
"12/22/2015","Clothes",2022,109.28,148495.68,"Singapore","2015",220964.16,35.84,1619,8090
"7/8/2015","Beverages",7586,47.45,118796.76,"Cuba","2015",359955.7,31.79,667,8090
"10/20/2015","Clothes",6869,109.28,504459.36,"Ukraine","2015",750644.32,35.84,1871,8090
"10/27/2015","Beverages",1919,47.45,30051.54,"Cuba","2015",91056.55,31.79,861,8090
"9/9/2015","Vegetables",7173,154.06,452831.49,"Norway","2015",1105072.38,90.93,3291,8090
"3/20/2015","Personal Care",5475,81.73,137203.5,"Canada","2015",447471.75,56.67,2109,8090
"7/5/2015","Vegetables",3632,154.06,229288.16,"Canada","2015",559545.92,90.93,2949,8090
"2/12/2015","Baby Food",2327,255.28,223066.22,"Singapore","2015",594036.56,159.42,5364,8090
"2/26/2015","Baby Food",4508,255.28,432136.88,"New Zealand","2015",1150802.24,159.42,4738,8090
"6/29/2015","Baby Food",3875,255.28,371457.5,"Singapore","2015",989210,159.42,4738,8090
"4/1/2015","Cereal",4575,205.7,405299.25,"Norway","2015",941077.5,117.11,4438,8090
"10/23/2015","Clothes",5389,109.28,395768.16,"Norway","2015",588909.92,35.84,1871,8090
"9/10/2015","Baby Food",256,255.28,24540.16,"Vietnam","2015",65351.68,159.42,5024,8090
"8/9/2015","Cosmetics",4779,437.2,830924.73,"Canada","2015",2089378.8,263.33,5971,8090
"7/11/2015","Cereal",1116,205.7,98866.44,"Norway","2015",229561.2,117.11,4156,8090
"7/22/2015","Clothes",9205,109.28,676015.2,"Canada","2015",1005922.4,35.84,1871,8090
"11/21/2015","Household",2627,668.27,435372.71,"Norway","2015",1755545.29,502.54,7183,8090
"5/9/2015","Meat",387,421.89,22136.4,"Ukraine","2015",163271.43,364.69,6240,8090
"2/7/2015","Fruits",2782,9.33,6704.62,"New Zealand","2015",25956.06,6.92,428,8090
"2/8/2015","Fruits",5861,9.33,14125.01,"United Kingdom","2015",54683.13,6.92,1,8090
"11/8/2015","Household",1304,668.27,216111.92,"Cuba","2015",871424.08,502.54,6910,8090
"7/20/2015","Fruits",1544,9.33,3721.04,"New Zealand","2015",14405.52,6.92,125,8090
"11/23/2015","Meat",138,421.89,7893.6,"Australia","2015",58220.82,364.69,6240,8090
"7/3/2015","Clothes",5189,109.28,381080.16,"United Kingdom","2015",567053.92,35.84,1871,8090
"8/21/2015","Office Supplies",6938,651.21,875922.5,"Vietnam","2015",4518094.98,524.96,7440,8090
"1/15/2015","Baby Food",1732,255.28,166029.52,"New Zealand","2015",442144.96,159.42,5364,8090
"1/15/2015","Snacks",1661,152.58,91587.54,"Canada","2015",253435.38,97.44,3514,8090
"7/26/2015","Clothes",6444,109.28,473247.36,"Australia","2015",704200.32,35.84,1871,8090
"5/15/2015","Cosmetics",2214,437.2,384948.18,"Luxembourg","2015",967960.8,263.33,5397,8090
"11/20/2015","Vegetables",1826,154.06,115275.38,"Vietnam","2015",281313.56,90.93,2696,8090
"9/30/2015","Household",3549,668.27,588175.77,"Vietnam","2015",2371690.23,502.54,6910,8090
"7/6/2015","Snacks",6420,152.58,353998.8,"Ukraine","2015",979563.6,97.44,3514,8090
"4/21/2015","Cereal",9371,205.7,830176.89,"Vietnam","2015",1927614.7,117.11,4438,8090
"8/25/2015","Clothes",5045,109.28,370504.8,"United Kingdom","2015",551317.6,35.84,1379,8090
"1/3/2015","Clothes",7420,109.28,544924.8,"Norway","2015",810857.6,35.84,1316,8090
"8/2/2015","Beverages",7069,47.45,110700.54,"New Zealand","2015",335424.05,31.79,1284,8090
"11/22/2015","Personal Care",9560,81.73,239573.6,"Ukraine","2015",781338.8,56.67,2372,8090
"9/25/2015","Fruits",4081,9.33,9835.21,"Australia","2015",38075.73,6.92,428,8090
"12/11/2015","Baby Food",2358,255.28,226037.88,"Canada","2015",601950.24,159.42,4738,8090
"3/27/2015","Baby Food",7810,255.28,748666.6,"Luxembourg","2015",1993736.8,159.42,5024,8090
"4/8/2015","Household",628,668.27,104078.44,"Singapore","2015",419673.56,502.54,7183,8090
"2/2/2015","Snacks",3882,152.58,214053.48,"Ukraine","2015",592315.56,97.44,3830,8090
"6/22/2015","Vegetables",7384,154.06,466151.92,"United Kingdom","2015",1137579.04,90.93,3291,8090
"11/15/2015","Cereal",6218,205.7,550852.62,"Australia","2015",1279042.6,117.11,4156,8090
"5/25/2015","Meat",3149,421.89,180122.8,"Canada","2015",1328531.61,364.69,6073,8090
"4/28/2015","Fruits",1000,9.33,2410,"Vietnam","2015",9330,6.92,125,8090
"3/18/2015","Snacks",9311,152.58,513408.54,"Canada","2015",1420672.38,97.44,3514,8090
"10/16/2015","Snacks",6396,152.58,352675.44,"New Zealand","2015",975901.68,97.44,3358,8090
"9/28/2015","Clothes",3539,109.28,259904.16,"Ukraine","2015",386741.92,35.84,1379,8090
"8/9/2015","Cereal",3561,205.7,315468.99,"Australia","2015",732497.7,117.11,4156,8090
"8/2/2015","Vegetables",3646,154.06,230171.98,"Ukraine","2015",561702.76,90.93,2949,8090
"12/1/2015","Office Supplies",8128,651.21,1026160,"Norway","2015",5293034.88,524.96,7440,8090
"4/1/2015","Baby Food",4929,255.28,472493.94,"Cuba","2015",1258275.12,159.42,5364,8090
"7/19/2015","Meat",8458,421.89,483797.6,"United Kingdom","2015",3568345.62,364.69,6240,8090
"4/20/2015","Beverages",4294,47.45,67244.04,"Canada","2015",203750.3,31.79,861,8090
"12/24/2015","Baby Food",245,255.28,23485.7,"New Zealand","2015",62543.6,159.42,4738,8090
"8/1/2015","Cosmetics",5425,437.2,943244.75,"Luxembourg","2015",2371810,263.33,5473,8090
"6/30/2015","Snacks",2086,152.58,115022.04,"New Zealand","2015",318281.88,97.44,3514,8090
"8/20/2015","Cosmetics",7289,437.2,1267338.43,"United Kingdom","2015",3186750.8,263.33,5473,8090
"8/13/2015","Cosmetics",1449,437.2,251937.63,"Vietnam","2015",633502.8,263.33,5397,8090
"12/7/2015","Fruits",2391,9.33,5762.31,"Cuba","2015",22308.03,6.92,1,8090
"8/5/2015","Household",3668,668.27,607897.64,"Vietnam","2015",2451214.36,502.54,6743,8090
"2/11/2015","Household",6665,668.27,1104590.45,"Cuba","2015",4454019.55,502.54,6910,8090
"3/26/2015","Beverages",2947,47.45,46150.02,"Norway","2015",139835.15,31.79,861,8090
"4/22/2015","Cosmetics",2095,437.2,364257.65,"Cuba","2015",915934,263.33,5473,8090
"5/7/2015","Beverages",1151,47.45,18024.66,"Norway","2015",54614.95,31.79,1121,8090
"4/13/2015","Snacks",6525,152.58,359788.5,"Canada","2015",995584.5,97.44,3514,8090
"4/19/2015","Clothes",3219,109.28,236403.36,"Vietnam","2015",351772.32,35.84,1619,8090
"7/20/2015","Baby Food",256,255.28,24540.16,"Australia","2015",65351.68,159.42,5024,8090
"1/25/2015","Baby Food",4388,255.28,420633.68,"Australia","2015",1120168.64,159.42,4738,8090
"6/4/2015","Clothes",9879,109.28,725513.76,"Vietnam","2015",1079577.12,35.84,1871,8090
"3/2/2015","Cereal",1749,205.7,154943.91,"Singapore","2015",359769.3,117.11,4156,8090
"5/30/2015","Vegetables",5983,154.06,377706.79,"Vietnam","2015",921740.98,90.93,2696,8090
"5/31/2015","Personal Care",917,81.73,22980.02,"Canada","2015",74946.41,56.67,2109,8090
"8/7/2015","Clothes",474,109.28,34810.56,"Singapore","2015",51798.72,35.84,1871,8090
"9/2/2015","Meat",2040,421.89,116688,"New Zealand","2015",860655.6,364.69,6240,8090
"4/12/2015","Personal Care",7587,81.73,190130.22,"Australia","2015",620085.51,56.67,2109,8090
"4/24/2015","Cosmetics",470,437.2,81718.9,"Canada","2015",205484,263.33,5473,8090
"8/24/2015","Cosmetics",7752,437.2,1347840.24,"Norway","2015",3389174.4,263.33,5473,8090
"6/26/2015","Office Supplies",7057,651.21,890946.25,"Vietnam","2015",4595588.97,524.96,8078,8090
"7/27/2015","Cosmetics",4949,437.2,860482.63,"Singapore","2015",2163702.8,263.33,5473,8090
"1/22/2015","Baby Food",504,255.28,48313.44,"Australia","2015",128661.12,159.42,4738,8090
"5/5/2015","Fruits",7632,9.33,18393.12,"Cuba","2015",71206.56,6.92,125,8090
"6/29/2015","Office Supplies",6938,651.21,875922.5,"Australia","2015",4518094.98,524.96,7440,8090
"9/16/2015","Clothes",5297,109.28,389011.68,"New Zealand","2015",578856.16,35.84,1871,8090
"8/18/2015","Baby Food",6490,255.28,622131.4,"New Zealand","2015",1656767.2,159.42,4738,8090
"4/21/2015","Office Supplies",516,651.21,65145,"New Zealand","2015",336024.36,524.96,7440,8090
"7/25/2015","Cosmetics",6653,437.2,1156757.11,"Norway","2015",2908691.6,263.33,5473,8090
"10/24/2015","Baby Food",1102,255.28,105637.72,"United Kingdom","2015",281318.56,159.42,4738,8090
"8/28/2015","Vegetables",5496,154.06,346962.48,"Norway","2015",846713.76,90.93,2949,8090
"10/21/2015","Clothes",2508,109.28,184187.52,"Luxembourg","2015",274074.24,35.84,1619,8090
"2/19/2015","Snacks",2376,152.58,131012.64,"Singapore","2015",362530.08,97.44,3358,8090
"2/7/2015","Beverages",1637,47.45,25635.42,"Vietnam","2015",77675.65,31.79,1121,8090
"11/28/2015","Office Supplies",9608,651.21,1213010,"Ukraine","2015",6256825.68,524.96,7440,8090
"3/30/2015","Meat",2050,421.89,117260,"Australia","2015",864874.5,364.69,6240,8090
"4/30/2015","Office Supplies",1666,651.21,210332.5,"Singapore","2015",1084915.86,524.96,7440,8090
"2/22/2015","Beverages",120,47.45,1879.2,"Singapore","2015",5694,31.79,861,8090
"9/27/2015","Cereal",245,205.7,21704.55,"Australia","2015",50396.5,117.11,4438,8090
"3/1/2015","Beverages",4028,47.45,63078.48,"Singapore","2015",191128.6,31.79,667,8090
"3/24/2015","Household",6573,668.27,1089343.29,"Australia","2015",4392538.71,502.54,6910,8090
"9/25/2015","Vegetables",6156,154.06,388628.28,"United Kingdom","2015",948393.36,90.93,2696,8090
"1/15/2015","Office Supplies",3948,651.21,498435,"Luxembourg","2015",2570977.08,524.96,7440,8090
"10/6/2015","Clothes",8532,109.28,626590.08,"Canada","2015",932376.96,35.84,1619,8090
"2/19/2015","Clothes",4447,109.28,326587.68,"New Zealand","2015",485968.16,35.84,1871,8090
"2/22/2015","Cosmetics",8330,437.2,1448337.1,"Cuba","2015",3641876,263.33,5473,8090
"1/14/2015","Personal Care",4798,81.73,120237.88,"United Kingdom","2015",392140.54,56.67,2372,8090
"10/13/2015","Personal Care",9876,81.73,247492.56,"Norway","2015",807165.48,56.67,2012,8090
"5/17/2015","Office Supplies",7730,651.21,975912.5,"New Zealand","2015",5033853.3,524.96,8078,8090
"6/15/2015","Cosmetics",5755,437.2,1000621.85,"United Kingdom","2015",2516086,263.33,5473,8090
"7/22/2015","Clothes",4913,109.28,360810.72,"Singapore","2015",536892.64,35.84,1871,8090
"3/21/2015","Cosmetics",7762,437.2,1349578.94,"Luxembourg","2015",3393546.4,263.33,5473,8090
"8/17/2015","Office Supplies",3622,651.21,457277.5,"Australia","2015",2358682.62,524.96,7440,8090
"1/22/2015","Office Supplies",1717,651.21,216771.25,"Luxembourg","2015",1118127.57,524.96,7440,8090
"5/6/2015","Cereal",9926,205.7,879344.34,"New Zealand","2015",2041778.2,117.11,4156,8090
"5/14/2015","Personal Care",7706,81.73,193112.36,"New Zealand","2015",629811.38,56.67,2109,8090
"7/4/2015","Meat",9475,421.89,541970,"Norway","2015",3997407.75,364.69,6240,8090
"7/23/2015","Snacks",5852,152.58,322679.28,"Vietnam","2015",892898.16,97.44,3358,8090
"3/6/2015","Cereal",9926,205.7,879344.34,"Canada","2015",2041778.2,117.11,4156,8090
"12/21/2015","Cereal",1225,205.7,108522.75,"Australia","2015",251982.5,117.11,4438,8090
"5/16/2015","Baby Food",8154,255.28,781642.44,"Vietnam","2015",2081553.12,159.42,5024,8090
"3/17/2015","Office Supplies",8588,651.21,1084235,"United Kingdom","2015",5592591.48,524.96,7440,8090
"6/22/2015","Fruits",8095,9.33,19508.95,"Canada","2015",75526.35,6.92,428,8090
"6/30/2015","Fruits",8663,9.33,20877.83,"Ukraine","2015",80825.79,6.92,1,8090
"4/16/2015","Household",2689,668.27,445647.97,"Canada","2015",1796978.03,502.54,7183,8090
"11/13/2015","Household",9270,668.27,1536317.1,"Singapore","2015",6194862.9,502.54,6743,8090
"3/26/2015","Household",6019,668.27,997528.87,"Ukraine","2015",4022317.13,502.54,6910,8090
"4/25/2015","Personal Care",3268,81.73,81896.08,"Vietnam","2015",267093.64,56.67,2109,8090
"1/22/2015","Cereal",4364,205.7,386606.76,"Australia","2015",897674.8,117.11,4156,8090
"8/5/2015","Personal Care",9808,81.73,245788.48,"Vietnam","2015",801607.84,56.67,2372,8090
"2/3/2015","Personal Care",6029,81.73,151086.74,"Australia","2015",492750.17,56.67,2372,8090
"9/24/2015","Clothes",3076,109.28,225901.44,"Cuba","2015",336145.28,35.84,1871,8090
"11/10/2015","Baby Food",4035,255.28,386795.1,"Ukraine","2015",1030054.8,159.42,5024,8090
"5/1/2015","Vegetables",9312,154.06,587866.56,"Australia","2015",1434606.72,90.93,2696,8090
"3/19/2015","Clothes",5532,109.28,406270.08,"Cuba","2015",604536.96,35.84,1316,8090
"4/10/2015","Personal Care",2356,81.73,59041.36,"Norway","2015",192555.88,56.67,2372,8090
"4/28/2015","Office Supplies",9288,651.21,1172610,"Australia","2015",6048438.48,524.96,7440,8090
"7/17/2015","Office Supplies",1945,651.21,245556.25,"Ukraine","2015",1266603.45,524.96,8078,8090
"8/20/2015","Fruits",6432,9.33,15501.12,"Canada","2015",60010.56,6.92,1,8090
"2/10/2015","Household",5873,668.27,973332.29,"United Kingdom","2015",3924749.71,502.54,6910,8090
"10/1/2015","Baby Food",7773,255.28,745119.78,"United Kingdom","2015",1984291.44,159.42,4738,8090
"6/9/2015","Snacks",3277,152.58,180693.78,"Luxembourg","2015",500004.66,97.44,3358,8090
"12/10/2015","Meat",5131,421.89,293493.2,"Vietnam","2015",2164717.59,364.69,6240,8090
"12/11/2015","Fruits",357,9.33,860.37,"Singapore","2015",3330.81,6.92,125,8090
"9/26/2015","Cosmetics",3088,437.2,536910.56,"Cuba","2015",1350073.6,263.33,5397,8090
"10/17/2015","Household",8624,668.27,1429255.52,"Luxembourg","2015",5763160.48,502.54,6743,8090
"3/12/2015","Office Supplies",5693,651.21,718741.25,"Singapore","2015",3707338.53,524.96,7440,8090
"7/29/2015","Cosmetics",1541,437.2,267933.67,"Luxembourg","2015",673725.2,263.33,5473,8090
"6/13/2015","Meat",2594,421.89,148376.8,"Canada","2015",1094382.66,364.69,6073,8090
"5/4/2015","Vegetables",3197,154.06,201826.61,"Australia","2015",492529.82,90.93,2949,8090
"7/10/2015","Baby Food",7599,255.28,728440.14,"New Zealand","2015",1939872.72,159.42,5024,8090
"4/3/2015","Meat",8802,421.89,503474.4,"Cuba","2015",3713475.78,364.69,6240,8090
"3/12/2015","Vegetables",7765,154.06,490204.45,"New Zealand","2015",1196275.9,90.93,2696,8090
"2/25/2015","Office Supplies",9142,651.21,1154177.5,"United Kingdom","2015",5953361.82,524.96,7440,8090
"12/23/2015","Household",5097,668.27,844725.81,"Australia","2015",3406172.19,502.54,6910,8090
"6/8/2015","Office Supplies",7625,651.21,962656.25,"Ukraine","2015",4965476.25,524.96,7440,8090
"8/24/2015","Vegetables",1612,154.06,101765.56,"Norway","2015",248344.72,90.93,2949,8090
"11/2/2015","Cereal",1898,205.7,168143.82,"Canada","2015",390418.6,117.11,4156,8090
"2/21/2015","Cosmetics",7537,437.2,1310458.19,"United Kingdom","2015",3295176.4,263.33,5473,8090
"8/21/2015","Meat",1366,421.89,78135.2,"Australia","2015",576301.74,364.69,6240,8090
"9/5/2015","Beverages",7137,47.45,111765.42,"Norway","2015",338650.65,31.79,1121,8090
"6/19/2015","Snacks",858,152.58,47310.12,"Ukraine","2015",130913.64,97.44,3830,8090
"11/14/2015","Meat",2346,421.89,134191.2,"Australia","2015",989753.94,364.69,6240,8090
"7/30/2015","Snacks",6263,152.58,345341.82,"United Kingdom","2015",955608.54,97.44,3358,8090
"10/5/2015","Vegetables",9737,154.06,614696.81,"Vietnam","2015",1500082.22,90.93,2696,8090
"11/1/2015","Snacks",1957,152.58,107908.98,"New Zealand","2015",298599.06,97.44,3514,8090
"6/8/2015","Meat",6121,421.89,350121.2,"Norway","2015",2582388.69,364.69,6073,8090
"5/23/2015","Household",8992,668.27,1490244.16,"Norway","2015",6009083.84,502.54,6910,8090
"2/15/2015","Fruits",5558,9.33,13394.78,"Vietnam","2015",51856.14,6.92,125,8090
"4/19/2015","Clothes",2784,109.28,204456.96,"New Zealand","2015",304235.52,35.84,1871,8090
"7/12/2015","Office Supplies",8615,651.21,1087643.75,"Australia","2015",5610174.15,524.96,7440,8090
"2/18/2015","Meat",6224,421.89,356012.8,"Singapore","2015",2625843.36,364.69,6240,8090
"5/25/2015","Clothes",6298,109.28,462525.12,"United Kingdom","2015",688245.44,35.84,1871,8090
